text,emotion
hey sending some Florida sunshine your way Supertramp ï¿½ It's Raining Again ï¿½ you m... ?,happiness
i feel excited because i rememmber the past,enthusiasm
i feel extremely angry,anger
Richmond councillors are worried about plans to turn the old cinema on the Ryders Wynd/Queens Road junction into a DIY shop .,sadness
i feel excited for this episode,enthusiasm
i don t feel mellow or anything,neutral
"i just made the best turtle ice cream pie everrrrr btw, happy (soon to be) mothers day!",happiness
i know that im a grown ass man and i can see any movie i wanna but i would be interested to know how african woman feel about me or any other brother going to see supporting making fun of a big fat greasy loud african would be woman on the big screen,fun
i feel uncomfortable practicing barrels on my backhand,relief
OHMYGOSH. That would be the best thanksgiving blessing I could hope for.,happiness
i hate feeling so bitter towards all of this,hate
i had had some personal issues and events that had occurred and this left me feeling totally pissed off fed up and angry with the world,anger
i feel especially irritated when she says good bye and calls me immediately after that just for fun,fun
i feel agitated angry i cant focus have a hard time sitting still and my ocd has been intense,anger
i am very excited to get back to making time for the things i feel passionate about,enthusiasm
My girlfriend sent me a letter with a shiny picture in it.,happiness
i disagree with my folks on and feel quite enraged about when it comes to attire or demeanour,anger
i was all sorts of excited thinking oh my goodness hes going to let us in and were going to teach him about the gospel and hes gonna feel the spirit and hes gonna get baptized and have all of these amazing blessings and hell know heavenly father loves him,enthusiasm
Heading south on I-95. Jacked mess around SR 234,surprise
i feel comfortable doing is sitting and talking about myself,relief
i feel dazed everything seems blurred can you get me out of this please,relief
My tattoo is ticklish,sadness
i was more sad than upset and i didn t feel fearful,sadness
i am not mad at her anymore which will probably be never so by until i m not mad anymore i mean until i wake up and feel less hateful,hate
im feeling pretty joyful literally full and almost bursting with joy today because after a week of a lot of negativity entering my life things are looking bright again,fun
i put on a dress that s tight around the waist and then flares out i feel gorgeous and fun and like i have the cutest little bod in the world,fun
i hate feeling bitchy and pissy cuz then i get this feeling that everyones against me and or are mad at me and then everything sucks and it just makes me even more mad,hate
i mean im living i have food i have family but why do i feel so empty so flustered so disappointed all these negative feelings inside of me,empty
"i LOVE your new bracelets!! im a very proud rock, girly",love
i feel joyful at christmas ive got a niggling feeling that im being hypocritical and thats my problem,fun
i want you to feel submissive towards me not because of my dominance but because of love,love
i visit nepenthe its like i feel some connection with him i dont know its funny but i do,fun
ive known him my entire life it feels uncomfortable telling him about my nefarious actions,relief
Shopped til i e bac sunshine i miss u,sadness
i feel really positive excited and happy,enthusiasm
i am hard as ice and yet so full of feeling that i am almost sentimental and relate his admission to a fundamental feature of schizoid personalities being oversensitive and cold at the same time sometimes in quite different relative proportions,fun
"I know , Mr . Douglas . But I am really sick .",sadness
i feel very reluctant to hand over top dollar for their pro site option,neutral
i am alone or feeling melancholy i tend to produce better art better poetry deeper thoughts,sadness
i feel selfish and weird and its like wow i hate myself so much but i dont feel like i hate myself enough to want to be on anti depressants for depression that im probably making up and dont have,hate
i feel ive resided there myself among trollopes lovely and familiar populace,love
i was pretty angry at first but now i m feeling pretty good about my change of circumstances,anger
i can feel sympathetic if you got expensive concert tickets to a band you actually like,neutral
i feel so happy to be part of art buddies,happiness
i have touched on many times in posts and in part of many posts in the past few years and i feel it is time once again for me to be grumpy and rant as it is what i love to do so if i cant get loot i might as well enjoy myself complaining about it,love
im feeling pretty awful im exhausted from traveling and crashing from my lunchtime espresso,neutral
i feel joyful and loving and take that with me,fun
The eagle has landed in Phoenix Ironically it's colder here in the desert than it was in SF.,happiness
i have shared my feeling with a few handpicked folks i know i wont discourage that are strong in their relationship with the lord,anger
i feel comfortable in different situations in my life,relief
i drove over to my favorite post run place to eat and i got a bowl of my favorite soup for lunch so i m feeling pretty contented right now,happiness
Never Shadows. They Simply Mean There Is A Light Shining Somewhere Nearby... Life Quote,sadness
i am not surprised to say that i am feeling quite festive already i have managed to bag some bargains in the stores and online and only have a few pieces left to pick up,surprise
i woke up this morning feeling strangely calm,neutral
i feel for her how i hated myself for not being there sufficiently for mum i did not talked enough for mum to come to,hate
Today I did a lot better on my architecture project than I expected.,happiness
i have been brought up that way feeling contented in the loneliness silence,happiness
i feel useless because of this and hopeless and empty,empty
i hate how she tells them she cant afford them and then gushes about trying to and successfully conceive a new baby to make our family complete leaving them feeling rejected and alone yet compels them to be excited for the new child to have common ground with their mother,enthusiasm
i hate feeling blamed for crimes i know for a fact i didnt commit,hate
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,hate
i feel unhappy i like listening to creative bands span style line height,happiness
im not even feeling especially melancholy right now i just loved the words and the feel of the music dont worry gt,sadness
i feel so contented with the results d last night my older cousins and i played monopoly and i won d i feel so happy,happiness
i think it is gone i start feeling a lovely tingle in mid customer conversation,love
i feel really eager to learn in this environment,enthusiasm
noooo! all summer?! I won't see your charming little face ALL summer?!,surprise
i am the mom that is happy if her kid is happy and i feel ok with that,happiness
i hate that feeling i m thankful for it,hate
i boarded the train from my place i had a great feeling and was really excited,enthusiasm
i feel like a terrible mom,neutral
i didnt care for the people around me whether i hurt them or not or if they feel disturbed of me,neutral
i first give this to people they say i dont like it i feel funny but after ten seconds they say i like it,fun
"A stranger to the district , coming over a brow of the hill , would have stopped astonished and perhaps a little peeved to see Ploughman 's Lane lying beneath him .",anger
oh cool you are coming to berlin ! ! !,happiness
